Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,Kitche0bvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,MiscVal,MoSold,YrSold
638,190.00,50.00,6000.00,5.00,4.00,1954.00,1954.00,0.00,0.00,0.00,811.00,811.00,811.00,576.00,0.00,1387.00,0.00,0.00,2.00,0.00,3.00,2.00,7.00,0.00,1954.00,1.00,256.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,2009.00
639,30.00,67.00,8777.00,5.00,7.00,1910.00,1950.00,0.00,0.00,0.00,796.00,796.00,796.00,0.00,0.00,796.00,0.00,0.00,1.00,0.00,2.00,1.00,4.00,0.00,0.00,0.00,0.00,328.00,0.00,164.00,0.00,0.00,0.00,0.00,0.00,5.00,2008.00
640,120.00,53.00,3982.00,8.00,5.00,2006.00,2006.00,0.00,1154.00,0.00,366.00,1520.00,1567.00,0.00,0.00,1567.00,1.00,0.00,2.00,0.00,1.00,1.00,7.00,1.00,2006.00,3.00,648.00,312.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,2006.00
641,120.00,62.00,12677.00,8.00,5.00,2003.00,2004.00,472.00,1218.00,0.00,300.00,1518.00,1518.00,0.00,0.00,1518.00,0.00,0.00,1.00,1.00,1.00,1.00,6.00,1.00,2003.00,2.00,588.00,185.00,140.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2008.00
642,60.00,0.00,7050.00,7.00,5.00,2001.00,2001.00,0.00,738.00,0.00,319.00,1057.00,1057.00,872.00,0.00,1929.00,1.00,0.00,2.00,1.00,3.00,1.00,7.00,1.00,2001.00,2.00,650.00,0.00,235.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,2007.00
643,80.00,75.00,13860.00,8.00,7.00,1972.00,1995.00,0.00,1410.00,0.00,542.00,1952.00,2000.00,704.00,0.00,2704.00,1.00,0.00,2.00,1.00,4.00,1.00,9.00,3.00,1972.00,2.00,538.00,269.00,111.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,2009.00
644,60.00,80.00,10793.00,5.00,5.00,1969.00,1969.00,263.00,493.00,287.00,0.00,780.00,780.00,840.00,0.00,1620.00,0.00,0.00,2.00,1.00,4.00,1.00,7.00,0.00,1969.00,2.00,462.00,208.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2007.00
645,20.00,85.00,9187.00,9.00,5.00,2009.00,2009.00,162.00,1121.00,0.00,645.00,1766.00,1766.00,0.00,0.00,1766.00,1.00,0.00,2.00,1.00,2.00,1.00,7.00,1.00,2009.00,3.00,478.00,195.00,130.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,2009.00
646,20.00,0.00,10530.00,6.00,5.00,1971.00,1971.00,0.00,282.00,35.00,664.00,981.00,981.00,0.00,0.00,981.00,1.00,0.00,1.00,1.00,3.00,1.00,5.00,0.00,1979.00,2.00,576.00,0.00,312.00,40.00,0.00,0.00,0.00,0.00,0.00,3.00,2007.00
647,20.00,60.00,7200.00,5.00,5.00,1950.00,1950.00,0.00,0.00,0.00,0.00,0.00,1048.00,0.00,0.00,1048.00,0.00,0.00,1.00,0.00,3.00,1.00,7.00,0.00,1950.00,2.00,420.00,0.00,27.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,2008.00
648,20.00,85.00,10452.00,6.00,5.00,1953.00,1953.00,216.00,500.00,0.00,594.00,1094.00,1094.00,0.00,0.00,1094.00,0.00,0.00,1.00,0.00,3.00,1.00,5.00,2.00,1953.00,2.00,495.00,0.00,0.00,0.00,0.00,287.00,0.00,0.00,0.00,6.00,2008.00
649,60.00,70.00,7700.00,6.00,5.00,1966.00,1966.00,351.00,0.00,0.00,756.00,756.00,1051.00,788.00,0.00,1839.00,0.00,0.00,1.00,1.00,4.00,1.00,7.00,1.00,1966.00,2.00,442.00,0.00,124.00,216.00,0.00,0.00,0.00,0.00,0.00,6.00,2010.00
650,180.00,21.00,1936.00,4.00,6.00,1970.00,1970.00,0.00,131.00,499.00,0.00,630.00,630.00,0.00,0.00,630.00,1.00,0.00,1.00,0.00,1.00,1.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,2007.00
651,60.00,65.00,8125.00,7.00,6.00,2007.00,2007.00,0.00,0.00,0.00,813.00,813.00,822.00,843.00,0.00,1665.00,0.00,0.00,2.00,1.00,3.00,1.00,7.00,0.00,2007.00,2.00,562.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,2008.00
652,70.00,60.00,9084.00,4.00,5.00,1940.00,1950.00,0.00,0.00,0.00,755.00,755.00,755.00,755.00,0.00,1510.00,1.00,0.00,1.00,0.00,4.00,1.00,7.00,1.00,1940.00,1.00,296.00,120.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,2009.00
653,60.00,70.00,8750.00,7.00,5.00,1996.00,1996.00,0.00,0.00,0.00,880.00,880.00,909.00,807.00,0.00,1716.00,0.00,0.00,2.00,1.00,2.00,1.00,7.00,1.00,1996.00,2.00,512.00,0.00,120.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,2009.00
654,50.00,60.00,10320.00,6.00,7.00,1906.00,1995.00,0.00,0.00,0.00,756.00,756.00,756.00,713.00,0.00,1469.00,0.00,0.00,1.00,0.00,3.00,1.00,7.00,0.00,1906.00,1.00,216.00,57.00,0.00,239.00,0.00,0.00,0.00,0.00,0.00,6.00,2008.00
655,20.00,91.00,10437.00,8.00,6.00,1995.00,1995.00,660.00,1696.00,0.00,413.00,2109.00,2113.00,0.00,0.00,2113.00,1.00,0.00,2.00,1.00,2.00,1.00,7.00,1.00,1995.00,3.00,839.00,236.00,46.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,2008.00
656,160.00,21.00,1680.00,6.00,5.00,1971.00,1971.00,381.00,0.00,0.00,525.00,525.00,525.00,567.00,0.00,1092.00,0.00,0.00,1.00,1.00,3.00,1.00,6.00,0.00,1971.00,1.00,264.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2010.00
657,20.00,72.00,10007.00,5.00,7.00,1959.00,2006.00,54.00,806.00,0.00,247.00,1053.00,1053.00,0.00,0.00,1053.00,1.00,0.00,1.00,1.00,3.00,1.00,5.00,0.00,1959.00,1.00,312.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,2008.00
658,70.00,60.00,7200.00,7.00,6.00,1931.00,2000.00,0.00,0.00,0.00,776.00,776.00,851.00,651.00,0.00,1502.00,0.00,0.00,1.00,1.00,3.00,1.00,6.00,1.00,1931.00,1.00,270.00,0.00,0.00,112.00,0.00,0.00,0.00,0.00,0.00,2.00,2008.00
659,50.00,78.00,17503.00,6.00,5.00,1948.00,1950.00,0.00,0.00,0.00,912.00,912.00,912.00,546.00,0.00,1458.00,0.00,1.00,1.00,0.00,3.00,1.00,6.00,1.00,1948.00,1.00,330.00,192.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2010.00
660,20.00,75.00,9937.00,5.00,7.00,1964.00,1999.00,0.00,637.00,0.00,849.00,1486.00,1486.00,0.00,0.00,1486.00,1.00,0.00,1.00,0.00,3.00,1.00,7.00,0.00,1968.00,2.00,480.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2009.00
661,60.00,0.00,12384.00,7.00,7.00,1976.00,1976.00,233.00,0.00,0.00,793.00,793.00,1142.00,793.00,0.00,1935.00,0.00,0.00,2.00,1.00,3.00,1.00,7.00,1.00,1976.00,2.00,550.00,0.00,113.00,252.00,0.00,0.00,0.00,0.00,0.00,11.00,2007.00
662,60.00,52.00,46589.00,8.00,7.00,1994.00,2005.00,528.00,1361.00,180.00,88.00,1629.00,1686.00,762.00,0.00,2448.00,1.00,0.00,2.00,1.00,4.00,1.00,8.00,1.00,1994.00,3.00,711.00,517.00,76.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,2009.00
663,20.00,120.00,13560.00,6.00,3.00,1968.00,1968.00,216.00,0.00,0.00,1392.00,1392.00,1392.00,0.00,0.00,1392.00,1.00,0.00,1.00,0.00,2.00,1.00,5.00,2.00,1968.00,2.00,576.00,0.00,0.00,240.00,0.00,0.00,0.00,0.00,0.00,7.00,2009.00
664,85.00,90.00,10012.00,4.00,5.00,1972.00,1972.00,0.00,920.00,180.00,38.00,1138.00,1181.00,0.00,0.00,1181.00,1.00,0.00,2.00,0.00,3.00,1.00,6.00,0.00,1974.00,2.00,588.00,0.00,0.00,180.00,0.00,0.00,0.00,0.00,0.00,4.00,2008.00
665,20.00,49.00,20896.00,8.00,5.00,2005.00,2006.00,0.00,1721.00,0.00,356.00,2077.00,2097.00,0.00,0.00,2097.00,1.00,0.00,1.00,1.00,1.00,1.00,8.00,1.00,2005.00,3.00,1134.00,192.00,267.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2006.00
666,60.00,106.00,11194.00,8.00,5.00,2000.00,2000.00,40.00,0.00,0.00,1406.00,1406.00,1454.00,482.00,0.00,1936.00,0.00,0.00,2.00,1.00,3.00,1.00,7.00,1.00,2000.00,2.00,504.00,188.00,124.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,2006.00
667,60.00,0.00,18450.00,6.00,5.00,1965.00,1979.00,113.00,187.00,723.00,111.00,1021.00,1465.00,915.00,0.00,2380.00,0.00,0.00,2.00,1.00,3.00,1.00,7.00,1.00,1965.00,2.00,596.00,0.00,265.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,2007.00
668,20.00,65.00,8125.00,6.00,5.00,1994.00,1998.00,258.00,1138.00,0.00,270.00,1408.00,1679.00,0.00,0.00,1679.00,1.00,0.00,2.00,0.00,3.00,1.00,7.00,1.00,1994.00,2.00,575.00,224.00,42.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,2008.00
669,20.00,0.00,14175.00,5.00,6.00,1956.00,1987.00,0.00,988.00,0.00,200.00,1188.00,1437.00,0.00,0.00,1437.00,1.00,0.00,1.00,1.00,3.00,1.00,6.00,1.00,1999.00,2.00,576.00,304.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,2006.00
670,30.00,80.00,11600.00,4.00,5.00,1922.00,1950.00,0.00,0.00,0.00,700.00,700.00,1180.00,0.00,0.00,1180.00,0.00,0.00,1.00,0.00,2.00,1.00,5.00,1.00,1922.00,1.00,252.00,0.00,0.00,67.00,0.00,0.00,0.00,0.00,0.00,7.00,2006.00
671,60.00,64.00,8633.00,6.00,5.00,2005.00,2005.00,0.00,193.00,0.00,545.00,738.00,738.00,738.00,0.00,1476.00,1.00,0.00,2.00,1.00,3.00,1.00,7.00,0.00,2005.00,2.00,540.00,100.00,35.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2009.00
672,70.00,54.00,6629.00,6.00,6.00,1925.00,1950.00,0.00,551.00,0.00,121.00,672.00,697.00,672.00,0.00,1369.00,1.00,0.00,2.00,0.00,3.00,1.00,6.00,0.00,1930.00,1.00,300.00,147.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,2009.00
673,20.00,0.00,11250.00,6.00,6.00,1977.00,1977.00,0.00,767.00,0.00,441.00,1208.00,1208.00,0.00,0.00,1208.00,1.00,0.00,1.00,1.00,3.00,1.00,6.00,1.00,1977.00,2.00,546.00,198.00,42.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,2006.00
674,20.00,110.00,14442.00,6.00,7.00,1957.00,2004.00,106.00,1186.00,0.00,291.00,1477.00,1839.00,0.00,0.00,1839.00,1.00,0.00,2.00,0.00,3.00,1.00,7.00,2.00,1957.00,2.00,416.00,0.00,87.00,0.00,0.00,200.00,0.00,0.00,0.00,6.00,2007.00
675,20.00,80.00,9200.00,6.00,6.00,1965.00,1965.00,0.00,892.00,0.00,244.00,1136.00,1136.00,0.00,0.00,1136.00,1.00,0.00,1.00,0.00,3.00,1.00,5.00,1.00,1965.00,1.00,384.00,426.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,2008.00
676,160.00,24.00,2289.00,6.00,6.00,1978.00,1978.00,0.00,311.00,0.00,544.00,855.00,855.00,586.00,0.00,1441.00,0.00,0.00,2.00,1.00,3.00,1.00,7.00,1.00,1978.00,2.00,440.00,28.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2009.00
677,70.00,60.00,9600.00,4.00,2.00,1900.00,1950.00,0.00,0.00,0.00,1095.00,1095.00,1095.00,679.00,0.00,1774.00,1.00,0.00,2.00,0.00,4.00,2.00,8.00,0.00,1920.00,3.00,779.00,0.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,5.00,2006.00
678,30.00,52.00,9022.00,5.00,8.00,1924.00,2006.00,0.00,0.00,0.00,768.00,768.00,792.00,0.00,0.00,792.00,0.00,0.00,1.00,0.00,2.00,1.00,5.00,0.00,1924.00,1.00,240.00,316.00,0.00,120.00,0.00,0.00,0.00,0.00,0.00,5.00,2009.00
679,20.00,80.00,11844.00,8.00,5.00,2008.00,2008.00,464.00,0.00,0.00,2046.00,2046.00,2046.00,0.00,0.00,2046.00,0.00,0.00,2.00,1.00,3.00,1.00,7.00,1.00,2008.00,3.00,834.00,322.00,82.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,2009.00
680,20.00,0.00,9945.00,5.00,5.00,1961.00,1961.00,57.00,827.00,0.00,161.00,988.00,988.00,0.00,0.00,988.00,1.00,0.00,1.00,0.00,3.00,1.00,5.00,0.00,1963.00,2.00,572.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,2007.00
681,120.00,50.00,8012.00,6.00,5.00,1980.00,1980.00,0.00,543.00,119.00,261.00,923.00,923.00,0.00,0.00,923.00,0.00,0.00,2.00,0.00,2.00,1.00,5.00,1.00,1980.00,1.00,264.00,80.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,2010.00
682,50.00,55.00,4500.00,5.00,5.00,1932.00,2000.00,0.00,182.00,0.00,611.00,793.00,848.00,672.00,0.00,1520.00,0.00,0.00,1.00,0.00,3.00,1.00,6.00,0.00,1968.00,1.00,281.00,0.00,0.00,56.00,0.00,0.00,0.00,0.00,0.00,7.00,2009.00
683,120.00,0.00,2887.00,6.00,5.00,1996.00,1997.00,0.00,1003.00,0.00,288.00,1291.00,1291.00,0.00,0.00,1291.00,1.00,0.00,1.00,0.00,2.00,1.00,6.00,1.00,1996.00,2.00,431.00,307.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,2008.00
684,20.00,90.00,11248.00,9.00,5.00,2002.00,2002.00,215.00,1059.00,0.00,567.00,1626.00,1668.00,0.00,0.00,1668.00,1.00,0.00,2.00,0.00,3.00,1.00,7.00,1.00,2002.00,3.00,702.00,257.00,45.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,2007.00
685,60.00,58.00,16770.00,7.00,5.00,1998.00,1998.00,30.00,0.00,0.00,1195.00,1195.00,1195.00,644.00,0.00,1839.00,0.00,0.00,2.00,1.00,4.00,1.00,7.00,0.00,1998.00,2.00,486.00,0.00,81.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,2010.00
686,160.00,0.00,5062.00,7.00,5.00,1984.00,1984.00,0.00,828.00,182.00,180.00,1190.00,1190.00,900.00,0.00,2090.00,1.00,0.00,2.00,0.00,3.00,1.00,6.00,1.00,1984.00,2.00,577.00,219.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,2007.00
687,60.00,84.00,10207.00,7.00,6.00,2007.00,2007.00,0.00,0.00,0.00,874.00,874.00,874.00,887.00,0.00,1761.00,0.00,0.00,3.00,0.00,3.00,1.00,7.00,0.00,2007.00,2.00,578.00,144.00,105.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,2007.00
688,160.00,0.00,5105.00,7.00,5.00,2004.00,2004.00,0.00,239.00,0.00,312.00,551.00,551.00,551.00,0.00,1102.00,0.00,0.00,2.00,1.00,2.00,1.00,4.00,0.00,2004.00,2.00,480.00,0.00,60.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2007.00
689,20.00,60.00,8089.00,8.00,6.00,2007.00,2007.00,0.00,945.00,0.00,474.00,1419.00,1419.00,0.00,0.00,1419.00,1.00,0.00,2.00,0.00,2.00,1.00,7.00,1.00,2007.00,2.00,567.00,140.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,2007.00
690,120.00,61.00,7577.00,6.00,5.00,2005.00,2006.00,256.00,20.00,0.00,1342.00,1362.00,1362.00,0.00,0.00,1362.00,0.00,0.00,2.00,0.00,2.00,1.00,6.00,1.00,2005.00,2.00,460.00,192.00,28.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,2007.00
691,120.00,0.00,4426.00,6.00,5.00,2004.00,2004.00,147.00,697.00,0.00,151.00,848.00,848.00,0.00,0.00,848.00,1.00,0.00,1.00,0.00,1.00,1.00,3.00,1.00,2004.00,2.00,420.00,149.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,2008.00
692,60.00,104.00,21535.00,10.00,6.00,1994.00,1995.00,1170.00,1455.00,0.00,989.00,2444.00,2444.00,1872.00,0.00,4316.00,0.00,1.00,3.00,1.00,4.00,1.00,10.00,2.00,1994.00,3.00,832.00,382.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2007.00
693,60.00,42.00,26178.00,7.00,5.00,1989.00,1990.00,293.00,965.00,0.00,245.00,1210.00,1238.00,1281.00,0.00,2519.00,1.00,0.00,2.00,1.00,4.00,1.00,9.00,2.00,1989.00,2.00,628.00,320.00,27.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2006.00
694,30.00,60.00,5400.00,5.00,6.00,1921.00,1968.00,0.00,0.00,0.00,1073.00,1073.00,1073.00,0.00,0.00,1073.00,0.00,0.00,1.00,0.00,2.00,1.00,4.00,0.00,1968.00,1.00,326.00,0.00,0.00,112.00,0.00,0.00,0.00,0.00,0.00,12.00,2006.00
695,50.00,51.00,6120.00,5.00,6.00,1936.00,1950.00,0.00,0.00,0.00,927.00,927.00,1067.00,472.00,0.00,1539.00,0.00,0.00,1.00,1.00,3.00,1.00,5.00,0.00,1995.00,2.00,576.00,112.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2009.00
696,20.00,54.00,13811.00,6.00,6.00,1987.00,1987.00,72.00,980.00,40.00,92.00,1112.00,1137.00,0.00,0.00,1137.00,1.00,0.00,2.00,0.00,2.00,1.00,5.00,1.00,1987.00,2.00,551.00,125.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,2006.00
697,30.00,50.00,6000.00,5.00,7.00,1921.00,1950.00,0.00,616.00,0.00,0.00,616.00,616.00,0.00,0.00,616.00,0.00,0.00,1.00,0.00,2.00,1.00,4.00,0.00,1921.00,1.00,205.00,0.00,0.00,129.00,0.00,0.00,0.00,0.00,0.00,6.00,2006.00
698,20.00,57.00,6420.00,5.00,7.00,1952.00,1952.00,0.00,210.00,551.00,219.00,980.00,1148.00,0.00,0.00,1148.00,0.00,1.00,1.00,0.00,2.00,1.00,6.00,0.00,1952.00,1.00,308.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,2006.00
699,20.00,65.00,8450.00,5.00,8.00,1965.00,2009.00,0.00,553.00,117.00,224.00,894.00,894.00,0.00,0.00,894.00,1.00,0.00,1.00,0.00,3.00,1.00,5.00,1.00,1973.00,1.00,336.00,416.00,144.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2010.00
700,120.00,59.00,4282.00,7.00,5.00,2004.00,2004.00,0.00,16.00,0.00,1375.00,1391.00,1391.00,0.00,0.00,1391.00,0.00,0.00,2.00,0.00,2.00,1.00,5.00,0.00,2004.00,2.00,530.00,156.00,158.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,2008.00
701,20.00,85.00,14331.00,8.00,5.00,2002.00,2002.00,630.00,1274.00,0.00,526.00,1800.00,1800.00,0.00,0.00,1800.00,1.00,0.00,2.00,0.00,3.00,1.00,7.00,1.00,2002.00,3.00,765.00,270.00,78.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,2006.00
702,20.00,80.00,9600.00,7.00,5.00,1969.00,1969.00,168.00,0.00,0.00,1164.00,1164.00,1164.00,0.00,0.00,1164.00,0.00,0.00,1.00,1.00,3.00,1.00,6.00,0.00,1969.00,2.00,528.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,2006.00
703,60.00,82.00,12438.00,8.00,5.00,2006.00,2006.00,466.00,0.00,0.00,1234.00,1234.00,1264.00,1312.00,0.00,2576.00,0.00,0.00,2.00,1.00,4.00,1.00,10.00,1.00,2006.00,3.00,666.00,324.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,2006.00
704,190.00,76.00,7630.00,5.00,9.00,1900.00,1996.00,0.00,0.00,0.00,360.00,360.00,1032.00,780.00,0.00,1812.00,0.00,0.00,2.00,0.00,4.00,2.00,8.00,1.00,1999.00,2.00,672.00,344.00,0.00,40.00,0.00,0.00,0.00,0.00,0.00,5.00,2010.00
705,20.00,70.00,8400.00,7.00,5.00,2004.00,2005.00,109.00,712.00,0.00,761.00,1473.00,1484.00,0.00,0.00,1484.00,1.00,0.00,2.00,0.00,3.00,1.00,7.00,0.00,2004.00,2.00,606.00,0.00,35.00,0.00,144.00,0.00,0.00,0.00,0.00,5.00,2010.00
706,190.00,70.00,5600.00,4.00,5.00,1930.00,1950.00,0.00,0.00,0.00,0.00,0.00,372.00,720.00,0.00,1092.00,0.00,0.00,2.00,0.00,3.00,2.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500.00,7.00,2010.00
707,20.00,0.00,115149.00,7.00,5.00,1971.00,2002.00,351.00,1219.00,0.00,424.00,1643.00,1824.00,0.00,0.00,1824.00,1.00,0.00,2.00,0.00,2.00,1.00,5.00,2.00,1971.00,2.00,739.00,380.00,48.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,2007.00
708,120.00,48.00,6240.00,8.00,5.00,2006.00,2006.00,176.00,863.00,0.00,461.00,1324.00,1324.00,0.00,0.00,1324.00,1.00,0.00,2.00,0.00,2.00,1.00,6.00,1.00,2006.00,2.00,550.00,192.00,38.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,2009.00
709,60.00,65.00,9018.00,7.00,5.00,2007.00,2007.00,0.00,0.00,0.00,728.00,728.00,728.00,728.00,0.00,1456.00,0.00,0.00,2.00,1.00,3.00,1.00,8.00,1.00,2007.00,2.00,400.00,100.00,24.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,2007.00
710,20.00,0.00,7162.00,5.00,7.00,1966.00,1966.00,41.00,0.00,0.00,876.00,876.00,904.00,0.00,0.00,904.00,0.00,0.00,1.00,0.00,3.00,1.00,6.00,0.00,1966.00,1.00,408.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,2008.00
711,30.00,56.00,4130.00,3.00,6.00,1935.00,2003.00,0.00,0.00,0.00,270.00,270.00,729.00,0.00,0.00,729.00,0.00,0.00,1.00,0.00,2.00,1.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,2008.00
712,50.00,66.00,8712.00,4.00,7.00,1900.00,1950.00,0.00,0.00,0.00,859.00,859.00,859.00,319.00,0.00,1178.00,0.00,0.00,1.00,0.00,2.00,1.00,7.00,0.00,1964.00,1.00,384.00,68.00,0.00,98.00,0.00,0.00,0.00,0.00,0.00,1.00,2010.00
713,120.00,40.00,4671.00,8.00,5.00,1988.00,1989.00,0.00,767.00,0.00,461.00,1228.00,1228.00,0.00,0.00,1228.00,1.00,0.00,2.00,0.00,2.00,1.00,5.00,1.00,1988.00,2.00,472.00,168.00,120.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,2008.00
714,190.00,60.00,9873.00,4.00,5.00,1970.00,1970.00,160.00,789.00,0.00,171.00,960.00,960.00,0.00,0.00,960.00,1.00,0.00,1.00,0.00,3.00,1.00,6.00,0.00,1970.00,2.00,576.00,0.00,288.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,2006.00
715,60.00,0.00,13517.00,6.00,8.00,1976.00,2005.00,289.00,533.00,0.00,192.00,725.00,725.00,754.00,0.00,1479.00,0.00,0.00,2.00,1.00,3.00,1.00,6.00,0.00,1976.00,2.00,475.00,0.00,44.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2010.00
716,20.00,78.00,10140.00,6.00,5.00,1974.00,1974.00,174.00,0.00,0.00,1064.00,1064.00,1350.00,0.00,0.00,1350.00,0.00,0.00,2.00,0.00,3.00,1.00,7.00,1.00,1974.00,2.00,478.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,2009.00
717,70.00,60.00,10800.00,7.00,8.00,1890.00,1998.00,0.00,0.00,0.00,718.00,718.00,1576.00,978.00,0.00,2554.00,0.00,0.00,1.00,1.00,3.00,1.00,8.00,0.00,1996.00,2.00,704.00,0.00,48.00,143.00,0.00,0.00,0.00,0.00,0.00,7.00,2007.00
718,20.00,80.00,10000.00,5.00,6.00,1973.00,2000.00,0.00,1084.00,0.00,92.00,1176.00,1178.00,0.00,0.00,1178.00,0.00,1.00,1.00,1.00,3.00,1.00,5.00,1.00,1973.00,2.00,439.00,224.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,2008.00
719,60.00,96.00,10542.00,7.00,5.00,1993.00,1994.00,651.00,1173.00,0.00,138.00,1311.00,1325.00,1093.00,0.00,2418.00,1.00,0.00,2.00,1.00,3.00,1.00,9.00,1.00,1993.00,3.00,983.00,250.00,154.00,216.00,0.00,0.00,0.00,0.00,0.00,8.00,2008.00
720,20.00,69.00,9920.00,5.00,6.00,1969.00,1969.00,0.00,523.00,0.00,448.00,971.00,971.00,0.00,0.00,971.00,0.00,0.00,1.00,1.00,3.00,1.00,5.00,1.00,1969.00,1.00,300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,2006.00
721,120.00,0.00,6563.00,8.00,5.00,1985.00,1985.00,0.00,1148.00,0.00,594.00,1742.00,1742.00,0.00,0.00,1742.00,1.00,0.00,2.00,0.00,2.00,1.00,5.00,1.00,1985.00,2.00,564.00,114.00,28.00,234.00,0.00,0.00,0.00,0.00,0.00,12.00,2006.00
722,120.00,0.00,4426.00,6.00,5.00,2004.00,2004.00,169.00,662.00,0.00,186.00,848.00,848.00,0.00,0.00,848.00,1.00,0.00,1.00,0.00,1.00,1.00,3.00,0.00,2004.00,2.00,420.00,160.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,2010.00
723,20.00,70.00,8120.00,4.00,7.00,1970.00,1970.00,0.00,191.00,0.00,673.00,864.00,864.00,0.00,0.00,864.00,0.00,0.00,1.00,0.00,3.00,1.00,5.00,0.00,1994.00,2.00,463.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,2009.00
724,50.00,60.00,8172.00,4.00,6.00,1954.00,1972.00,0.00,0.00,0.00,941.00,941.00,997.00,473.00,0.00,1470.00,0.00,0.00,2.00,0.00,4.00,1.00,7.00,0.00,1958.00,1.00,548.00,0.00,0.00,0.00,0.00,156.00,0.00,0.00,0.00,5.00,2008.00
